Sensor,Date_Time,Date,Time,Count
Collins St (North),2018-12-01 09:00:00,2018-12-01,9,792
Collins Place (South),2018-12-01 09:00:00,2018-12-01,9,204
Collins Place (North),2018-12-01 09:00:00,2018-12-01,9,138
Chinatown-Swanston St (North),2018-12-01 09:00:00,2018-12-01,9,222
Chinatown-Lt Bourke St (South),2018-12-01 09:00:00,2018-12-01,9,157
Bourke St-Russell St (West),2018-12-01 09:00:00,2018-12-01,9,233
Flinders St-Elizabeth St (East),2018-12-01 09:00:00,2018-12-01,9,1336
Spencer St-Collins St (South),2018-12-01 09:00:00,2018-12-01,9,164
Spencer St-Collins St (North),2018-12-01 09:00:00,2018-12-01,9,1273
Melbourne Convention Exhibition Centre,2018-12-01 09:00:00,2018-12-01,9,676
QV Market-Elizabeth St (West),2018-12-01 09:00:00,2018-12-01,9,890
QV Market-Peel St,2018-12-01 09:00:00,2018-12-01,9,257
The Arts Centre,2018-12-01 09:00:00,2018-12-01,9,1122
St Kilda Rd-Alexandra Gardens,2018-12-01 09:00:00,2018-12-01,9,358
Lonsdale St (South),2018-12-01 09:00:00,2018-12-01,9,323
Lygon St (West),2018-12-01 09:00:00,2018-12-01,9,123
City Square,2018-12-01 09:00:00,2018-12-01,9,NA
Flinders St-Spring St (West),2018-12-01 09:00:00,2018-12-01,9,109
Flinders St-Spark La,2018-12-01 09:00:00,2018-12-01,9,210
Southbank,2018-12-01 09:00:00,2018-12-01,9,1510
Queen St (West),2018-12-01 09:00:00,2018-12-01,9,199
Lygon St (East),2018-12-01 09:00:00,2018-12-01,9,144
Flinders St-Swanston St (West),2018-12-01 09:00:00,2018-12-01,9,552
Alfred Place,2018-12-01 09:00:00,2018-12-01,9,NA
Lonsdale St-Spring St (West),2018-12-01 09:00:00,2018-12-01,9,190
Grattan St-Swanston St (West),2018-12-01 09:00:00,2018-12-01,9,NA
Monash Rd-Swanston St (West),2018-12-01 09:00:00,2018-12-01,9,45
Tin Alley-Swanston St (West),2018-12-01 09:00:00,2018-12-01,9,41
Bourke Street Mall (North),2018-12-01 10:00:00,2018-12-01,10,2135
Bourke Street Mall (South),2018-12-01 10:00:00,2018-12-01,10,1739
Melbourne Central,2018-12-01 10:00:00,2018-12-01,10,963
Town Hall (West),2018-12-01 10:00:00,2018-12-01,10,1796
Princes Bridge,2018-12-01 10:00:00,2018-12-01,10,723
Flinders Street Station Underpass,2018-12-01 10:00:00,2018-12-01,10,1256
Birrarung Marr,2018-12-01 10:00:00,2018-12-01,10,269
Webb Bridge,2018-12-01 10:00:00,2018-12-01,10,254
Southern Cross Station,2018-12-01 10:00:00,2018-12-01,10,156
Victoria Point,2018-12-01 10:00:00,2018-12-01,10,80
Waterfront City,2018-12-01 10:00:00,2018-12-01,10,70
New Quay,2018-12-01 10:00:00,2018-12-01,10,303
Flagstaff Station,2018-12-01 10:00:00,2018-12-01,10,NA
Sandridge Bridge,2018-12-01 10:00:00,2018-12-01,10,516
State Library,2018-12-01 10:00:00,2018-12-01,10,600
Collins St (North),2018-12-01 10:00:00,2018-12-01,10,1081
Collins Place (South),2018-12-01 10:00:00,2018-12-01,10,299
Collins Place (North),2018-12-01 10:00:00,2018-12-01,10,157
Chinatown-Swanston St (North),2018-12-01 10:00:00,2018-12-01,10,337
Chinatown-Lt Bourke St (South),2018-12-01 10:00:00,2018-12-01,10,270
Bourke St-Russell St (West),2018-12-01 10:00:00,2018-12-01,10,487
Flinders St-Elizabeth St (East),2018-12-01 10:00:00,2018-12-01,10,1710
Spencer St-Collins St (South),2018-12-01 10:00:00,2018-12-01,10,335
Spencer St-Collins St (North),2018-12-01 10:00:00,2018-12-01,10,1472
Melbourne Convention Exhibition Centre,2018-12-01 10:00:00,2018-12-01,10,1218
QV Market-Elizabeth St (West),2018-12-01 10:00:00,2018-12-01,10,1252
QV Market-Peel St,2018-12-01 10:00:00,2018-12-01,10,372
The Arts Centre,2018-12-01 10:00:00,2018-12-01,10,1202
St Kilda Rd-Alexandra Gardens,2018-12-01 10:00:00,2018-12-01,10,476
Lonsdale St (South),2018-12-01 10:00:00,2018-12-01,10,434
Lygon St (West),2018-12-01 10:00:00,2018-12-01,10,210
City Square,2018-12-01 10:00:00,2018-12-01,10,NA
Flinders St-Spring St (West),2018-12-01 10:00:00,2018-12-01,10,125
Flinders St-Spark La,2018-12-01 10:00:00,2018-12-01,10,134
Southbank,2018-12-01 10:00:00,2018-12-01,10,1956
Queen St (West),2018-12-01 10:00:00,2018-12-01,10,200
Lygon St (East),2018-12-01 10:00:00,2018-12-01,10,155
Flinders St-Swanston St (West),2018-12-01 10:00:00,2018-12-01,10,987
Alfred Place,2018-12-01 10:00:00,2018-12-01,10,NA
Lonsdale St-Spring St (West),2018-12-01 10:00:00,2018-12-01,10,330
Grattan St-Swanston St (West),2018-12-01 10:00:00,2018-12-01,10,NA
Monash Rd-Swanston St (West),2018-12-01 10:00:00,2018-12-01,10,88
Tin Alley-Swanston St (West),2018-12-01 10:00:00,2018-12-01,10,50
Bourke Street Mall (North),2018-12-01 11:00:00,2018-12-01,11,3151
Bourke Street Mall (South),2018-12-01 11:00:00,2018-12-01,11,2611
Melbourne Central,2018-12-01 11:00:00,2018-12-01,11,1396
Town Hall (West),2018-12-01 11:00:00,2018-12-01,11,2227
Princes Bridge,2018-12-01 11:00:00,2018-12-01,11,1033
Flinders Street Station Underpass,2018-12-01 11:00:00,2018-12-01,11,1779
Birrarung Marr,2018-12-01 11:00:00,2018-12-01,11,486
Webb Bridge,2018-12-01 11:00:00,2018-12-01,11,225
Southern Cross Station,2018-12-01 11:00:00,2018-12-01,11,170
Victoria Point,2018-12-01 11:00:00,2018-12-01,11,71
Waterfront City,2018-12-01 11:00:00,2018-12-01,11,81
New Quay,2018-12-01 11:00:00,2018-12-01,11,359
Flagstaff Station,2018-12-01 11:00:00,2018-12-01,11,NA
Sandridge Bridge,2018-12-01 11:00:00,2018-12-01,11,663
State Library,2018-12-01 11:00:00,2018-12-01,11,901
Collins St (North),2018-12-01 11:00:00,2018-12-01,11,1486
Collins Place (South),2018-12-01 11:00:00,2018-12-01,11,294
Collins Place (North),2018-12-01 11:00:00,2018-12-01,11,179
Chinatown-Swanston St (North),2018-12-01 11:00:00,2018-12-01,11,616
Chinatown-Lt Bourke St (South),2018-12-01 11:00:00,2018-12-01,11,498
Bourke St-Russell St (West),2018-12-01 11:00:00,2018-12-01,11,624
Flinders St-Elizabeth St (East),2018-12-01 11:00:00,2018-12-01,11,2230
Spencer St-Collins St (South),2018-12-01 11:00:00,2018-12-01,11,302
Spencer St-Collins St (North),2018-12-01 11:00:00,2018-12-01,11,1413
Melbourne Convention Exhibition Centre,2018-12-01 11:00:00,2018-12-01,11,1222
QV Market-Elizabeth St (West),2018-12-01 11:00:00,2018-12-01,11,1557
QV Market-Peel St,2018-12-01 11:00:00,2018-12-01,11,410
The Arts Centre,2018-12-01 11:00:00,2018-12-01,11,1863
St Kilda Rd-Alexandra Gardens,2018-12-01 11:00:00,2018-12-01,11,877
Lonsdale St (South),2018-12-01 11:00:00,2018-12-01,11,585
Lygon St (West),2018-12-01 11:00:00,2018-12-01,11,312
City Square,2018-12-01 11:00:00,2018-12-01,11,NA
Flinders St-Spring St (West),2018-12-01 11:00:00,2018-12-01,11,137
Flinders St-Spark La,2018-12-01 11:00:00,2018-12-01,11,176
Southbank,2018-12-01 11:00:00,2018-12-01,11,2698
Queen St (West),2018-12-01 11:00:00,2018-12-01,11,304
Lygon St (East),2018-12-01 11:00:00,2018-12-01,11,199
Flinders St-Swanston St (West),2018-12-01 11:00:00,2018-12-01,11,1085
Alfred Place,2018-12-01 11:00:00,2018-12-01,11,NA
Lonsdale St-Spring St (West),2018-12-01 11:00:00,2018-12-01,11,358
Grattan St-Swanston St (West),2018-12-01 11:00:00,2018-12-01,11,NA
Monash Rd-Swanston St (West),2018-12-01 11:00:00,2018-12-01,11,120
Tin Alley-Swanston St (West),2018-12-01 11:00:00,2018-12-01,11,86
Bourke Street Mall (North),2018-12-01 12:00:00,2018-12-01,12,3647
Bourke Street Mall (South),2018-12-01 12:00:00,2018-12-01,12,2875
Melbourne Central,2018-12-01 12:00:00,2018-12-01,12,2131
Town Hall (West),2018-12-01 12:00:00,2018-12-01,12,2938
Princes Bridge,2018-12-01 12:00:00,2018-12-01,12,1237
Flinders Street Station Underpass,2018-12-01 12:00:00,2018-12-01,12,2028
Birrarung Marr,2018-12-01 12:00:00,2018-12-01,12,823
Webb Bridge,2018-12-01 12:00:00,2018-12-01,12,278
Southern Cross Station,2018-12-01 12:00:00,2018-12-01,12,225
Victoria Point,2018-12-01 12:00:00,2018-12-01,12,97
Waterfront City,2018-12-01 12:00:00,2018-12-01,12,86
New Quay,2018-12-01 12:00:00,2018-12-01,12,417
Flagstaff Station,2018-12-01 12:00:00,2018-12-01,12,NA
Sandridge Bridge,2018-12-01 12:00:00,2018-12-01,12,661
State Library,2018-12-01 12:00:00,2018-12-01,12,1254
Collins St (North),2018-12-01 12:00:00,2018-12-01,12,1398
Collins Place (South),2018-12-01 12:00:00,2018-12-01,12,300
Collins Place (North),2018-12-01 12:00:00,2018-12-01,12,218
Chinatown-Swanston St (North),2018-12-01 12:00:00,2018-12-01,12,1165
Chinatown-Lt Bourke St (South),2018-12-01 12:00:00,2018-12-01,12,622
Bourke St-Russell St (West),2018-12-01 12:00:00,2018-12-01,12,781
Flinders St-Elizabeth St (East),2018-12-01 12:00:00,2018-12-01,12,2291
Spencer St-Collins St (South),2018-12-01 12:00:00,2018-12-01,12,320
Spencer St-Collins St (North),2018-12-01 12:00:00,2018-12-01,12,1362
Melbourne Convention Exhibition Centre,2018-12-01 12:00:00,2018-12-01,12,1636
QV Market-Elizabeth St (West),2018-12-01 12:00:00,2018-12-01,12,1747
QV Market-Peel St,2018-12-01 12:00:00,2018-12-01,12,443
The Arts Centre,2018-12-01 12:00:00,2018-12-01,12,1715
St Kilda Rd-Alexandra Gardens,2018-12-01 12:00:00,2018-12-01,12,820
Lonsdale St (South),2018-12-01 12:00:00,2018-12-01,12,705
Lygon St (West),2018-12-01 12:00:00,2018-12-01,12,342
City Square,2018-12-01 12:00:00,2018-12-01,12,NA
Flinders St-Spring St (West),2018-12-01 12:00:00,2018-12-01,12,150
Flinders St-Spark La,2018-12-01 12:00:00,2018-12-01,12,263
Southbank,2018-12-01 12:00:00,2018-12-01,12,3163
Queen St (West),2018-12-01 12:00:00,2018-12-01,12,230
Lygon St (East),2018-12-01 12:00:00,2018-12-01,12,235
Flinders St-Swanston St (West),2018-12-01 12:00:00,2018-12-01,12,1029
Alfred Place,2018-12-01 12:00:00,2018-12-01,12,NA
Lonsdale St-Spring St (West),2018-12-01 12:00:00,2018-12-01,12,376
Grattan St-Swanston St (West),2018-12-01 12:00:00,2018-12-01,12,NA
Monash Rd-Swanston St (West),2018-12-01 12:00:00,2018-12-01,12,139
Tin Alley-Swanston St (West),2018-12-01 12:00:00,2018-12-01,12,85
Bourke Street Mall (North),2018-12-01 13:00:00,2018-12-01,13,3830
Bourke Street Mall (South),2018-12-01 13:00:00,2018-12-01,13,3266
Melbourne Central,2018-12-01 13:00:00,2018-12-01,13,2423
Town Hall (West),2018-12-01 13:00:00,2018-12-01,13,3286
Princes Bridge,2018-12-01 13:00:00,2018-12-01,13,1472
Flinders Street Station Underpass,2018-12-01 13:00:00,2018-12-01,13,2259
Birrarung Marr,2018-12-01 13:00:00,2018-12-01,13,457
Webb Bridge,2018-12-01 13:00:00,2018-12-01,13,258
Southern Cross Station,2018-12-01 13:00:00,2018-12-01,13,184
Victoria Point,2018-12-01 13:00:00,2018-12-01,13,81
Waterfront City,2018-12-01 13:00:00,2018-12-01,13,86
New Quay,2018-12-01 13:00:00,2018-12-01,13,333
Flagstaff Station,2018-12-01 13:00:00,2018-12-01,13,NA
Sandridge Bridge,2018-12-01 13:00:00,2018-12-01,13,725
State Library,2018-12-01 13:00:00,2018-12-01,13,1393
Collins St (North),2018-12-01 13:00:00,2018-12-01,13,1537
Collins Place (South),2018-12-01 13:00:00,2018-12-01,13,328
Collins Place (North),2018-12-01 13:00:00,2018-12-01,13,170
Chinatown-Swanston St (North),2018-12-01 13:00:00,2018-12-01,13,1463
Chinatown-Lt Bourke St (South),2018-12-01 13:00:00,2018-12-01,13,622
Bourke St-Russell St (West),2018-12-01 13:00:00,2018-12-01,13,958
Flinders St-Elizabeth St (East),2018-12-01 13:00:00,2018-12-01,13,2660
Spencer St-Collins St (South),2018-12-01 13:00:00,2018-12-01,13,259
Spencer St-Collins St (North),2018-12-01 13:00:00,2018-12-01,13,1518
Melbourne Convention Exhibition Centre,2018-12-01 13:00:00,2018-12-01,13,1992
QV Market-Elizabeth St (West),2018-12-01 13:00:00,2018-12-01,13,1758
QV Market-Peel St,2018-12-01 13:00:00,2018-12-01,13,529
The Arts Centre,2018-12-01 13:00:00,2018-12-01,13,2268
St Kilda Rd-Alexandra Gardens,2018-12-01 13:00:00,2018-12-01,13,952
Lonsdale St (South),2018-12-01 13:00:00,2018-12-01,13,907
Lygon St (West),2018-12-01 13:00:00,2018-12-01,13,290
City Square,2018-12-01 13:00:00,2018-12-01,13,NA
Flinders St-Spring St (West),2018-12-01 13:00:00,2018-12-01,13,144
Flinders St-Spark La,2018-12-01 13:00:00,2018-12-01,13,167
Southbank,2018-12-01 13:00:00,2018-12-01,13,3299
Queen St (West),2018-12-01 13:00:00,2018-12-01,13,195
Lygon St (East),2018-12-01 13:00:00,2018-12-01,13,254
Flinders St-Swanston St (West),2018-12-01 13:00:00,2018-12-01,13,894
Alfred Place,2018-12-01 13:00:00,2018-12-01,13,NA
Lonsdale St-Spring St (West),2018-12-01 13:00:00,2018-12-01,13,353
Grattan St-Swanston St (West),2018-12-01 13:00:00,2018-12-01,13,NA
Monash Rd-Swanston St (West),2018-12-01 13:00:00,2018-12-01,13,132
Tin Alley-Swanston St (West),2018-12-01 13:00:00,2018-12-01,13,85
Bourke Street Mall (North),2018-12-01 14:00:00,2018-12-01,14,4081
Bourke Street Mall (South),2018-12-01 14:00:00,2018-12-01,14,3295
Melbourne Central,2018-12-01 14:00:00,2018-12-01,14,2283
Town Hall (West),2018-12-01 14:00:00,2018-12-01,14,3431
Princes Bridge,2018-12-01 14:00:00,2018-12-01,14,1691
Flinders Street Station Underpass,2018-12-01 14:00:00,2018-12-01,14,2482
Birrarung Marr,2018-12-01 14:00:00,2018-12-01,14,510
Webb Bridge,2018-12-01 14:00:00,2018-12-01,14,243
Southern Cross Station,2018-12-01 14:00:00,2018-12-01,14,192
Victoria Point,2018-12-01 14:00:00,2018-12-01,14,89
Waterfront City,2018-12-01 14:00:00,2018-12-01,14,109
New Quay,2018-12-01 14:00:00,2018-12-01,14,337
Flagstaff Station,2018-12-01 14:00:00,2018-12-01,14,NA
Sandridge Bridge,2018-12-01 14:00:00,2018-12-01,14,834
State Library,2018-12-01 14:00:00,2018-12-01,14,1374
Collins St (North),2018-12-01 14:00:00,2018-12-01,14,1547
Collins Place (South),2018-12-01 14:00:00,2018-12-01,14,314
Collins Place (North),2018-12-01 14:00:00,2018-12-01,14,205
Chinatown-Swanston St (North),2018-12-01 14:00:00,2018-12-01,14,1349
Chinatown-Lt Bourke St (South),2018-12-01 14:00:00,2018-12-01,14,527
Bourke St-Russell St (West),2018-12-01 14:00:00,2018-12-01,14,980
Flinders St-Elizabeth St (East),2018-12-01 14:00:00,2018-12-01,14,2808
Spencer St-Collins St (South),2018-12-01 14:00:00,2018-12-01,14,276
Spencer St-Collins St (North),2018-12-01 14:00:00,2018-12-01,14,1586
Melbourne Convention Exhibition Centre,2018-12-01 14:00:00,2018-12-01,14,1955
QV Market-Elizabeth St (West),2018-12-01 14:00:00,2018-12-01,14,1660
QV Market-Peel St,2018-12-01 14:00:00,2018-12-01,14,375
The Arts Centre,2018-12-01 14:00:00,2018-12-01,14,2509
St Kilda Rd-Alexandra Gardens,2018-12-01 14:00:00,2018-12-01,14,930
Lonsdale St (South),2018-12-01 14:00:00,2018-12-01,14,812
Lygon St (West),2018-12-01 14:00:00,2018-12-01,14,387
City Square,2018-12-01 14:00:00,2018-12-01,14,NA
Flinders St-Spring St (West),2018-12-01 14:00:00,2018-12-01,14,147
Flinders St-Spark La,2018-12-01 14:00:00,2018-12-01,14,274
Southbank,2018-12-01 14:00:00,2018-12-01,14,3447
Queen St (West),2018-12-01 14:00:00,2018-12-01,14,265
Lygon St (East),2018-12-01 14:00:00,2018-12-01,14,268
Flinders St-Swanston St (West),2018-12-01 14:00:00,2018-12-01,14,908
Alfred Place,2018-12-01 14:00:00,2018-12-01,14,NA
Lonsdale St-Spring St (West),2018-12-01 14:00:00,2018-12-01,14,423
Grattan St-Swanston St (West),2018-12-01 14:00:00,2018-12-01,14,199
Monash Rd-Swanston St (West),2018-12-01 14:00:00,2018-12-01,14,140
Tin Alley-Swanston St (West),2018-12-01 14:00:00,2018-12-01,14,93
Bourke Street Mall (North),2018-12-01 15:00:00,2018-12-01,15,4248
Bourke Street Mall (South),2018-12-01 15:00:00,2018-12-01,15,3278
Melbourne Central,2018-12-01 15:00:00,2018-12-01,15,2269
Town Hall (West),2018-12-01 15:00:00,2018-12-01,15,3548
Princes Bridge,2018-12-01 15:00:00,2018-12-01,15,1772
Flinders Street Station Underpass,2018-12-01 15:00:00,2018-12-01,15,2667
Birrarung Marr,2018-12-01 15:00:00,2018-12-01,15,738
Webb Bridge,2018-12-01 15:00:00,2018-12-01,15,223
Southern Cross Station,2018-12-01 15:00:00,2018-12-01,15,167
Victoria Point,2018-12-01 15:00:00,2018-12-01,15,77
Waterfront City,2018-12-01 15:00:00,2018-12-01,15,66
New Quay,2018-12-01 15:00:00,2018-12-01,15,306
Flagstaff Station,2018-12-01 15:00:00,2018-12-01,15,NA
Sandridge Bridge,2018-12-01 15:00:00,2018-12-01,15,834
State Library,2018-12-01 15:00:00,2018-12-01,15,1356
Collins St (North),2018-12-01 15:00:00,2018-12-01,15,1560
Collins Place (South),2018-12-01 15:00:00,2018-12-01,15,348
Collins Place (North),2018-12-01 15:00:00,2018-12-01,15,241
Chinatown-Swanston St (North),2018-12-01 15:00:00,2018-12-01,15,1340
Chinatown-Lt Bourke St (South),2018-12-01 15:00:00,2018-12-01,15,528
Bourke St-Russell St (West),2018-12-01 15:00:00,2018-12-01,15,1119
Flinders St-Elizabeth St (East),2018-12-01 15:00:00,2018-12-01,15,2642
Spencer St-Collins St (South),2018-12-01 15:00:00,2018-12-01,15,312
Spencer St-Collins St (North),2018-12-01 15:00:00,2018-12-01,15,1535
Melbourne Convention Exhibition Centre,2018-12-01 15:00:00,2018-12-01,15,1728
QV Market-Elizabeth St (West),2018-12-01 15:00:00,2018-12-01,15,1237
QV Market-Peel St,2018-12-01 15:00:00,2018-12-01,15,297
The Arts Centre,2018-12-01 15:00:00,2018-12-01,15,2237
St Kilda Rd-Alexandra Gardens,2018-12-01 15:00:00,2018-12-01,15,1066
Lonsdale St (South),2018-12-01 15:00:00,2018-12-01,15,886
Lygon St (West),2018-12-01 15:00:00,2018-12-01,15,498
City Square,2018-12-01 15:00:00,2018-12-01,15,NA
Flinders St-Spring St (West),2018-12-01 15:00:00,2018-12-01,15,137
Flinders St-Spark La,2018-12-01 15:00:00,2018-12-01,15,366
Southbank,2018-12-01 15:00:00,2018-12-01,15,3665
Queen St (West),2018-12-01 15:00:00,2018-12-01,15,254
Lygon St (East),2018-12-01 15:00:00,2018-12-01,15,225
Flinders St-Swanston St (West),2018-12-01 15:00:00,2018-12-01,15,1002
Alfred Place,2018-12-01 15:00:00,2018-12-01,15,NA
Lonsdale St-Spring St (West),2018-12-01 15:00:00,2018-12-01,15,419
Grattan St-Swanston St (West),2018-12-01 15:00:00,2018-12-01,15,664
Monash Rd-Swanston St (West),2018-12-01 15:00:00,2018-12-01,15,155
Tin Alley-Swanston St (West),2018-12-01 15:00:00,2018-12-01,15,123
Bourke Street Mall (North),2018-12-01 16:00:00,2018-12-01,16,4083
Bourke Street Mall (South),2018-12-01 16:00:00,2018-12-01,16,2984
Melbourne Central,2018-12-01 16:00:00,2018-12-01,16,2278
Town Hall (West),2018-12-01 16:00:00,2018-12-01,16,3175
Princes Bridge,2018-12-01 16:00:00,2018-12-01,16,1686
Flinders Street Station Underpass,2018-12-01 16:00:00,2018-12-01,16,2649
Birrarung Marr,2018-12-01 16:00:00,2018-12-01,16,799
Webb Bridge,2018-12-01 16:00:00,2018-12-01,16,224
Southern Cross Station,2018-12-01 16:00:00,2018-12-01,16,169
Victoria Point,2018-12-01 16:00:00,2018-12-01,16,103
Waterfront City,2018-12-01 16:00:00,2018-12-01,16,116
New Quay,2018-12-01 16:00:00,2018-12-01,16,270
Flagstaff Station,2018-12-01 16:00:00,2018-12-01,16,NA
Sandridge Bridge,2018-12-01 16:00:00,2018-12-01,16,867
State Library,2018-12-01 16:00:00,2018-12-01,16,1552
Collins St (North),2018-12-01 16:00:00,2018-12-01,16,1257
Collins Place (South),2018-12-01 16:00:00,2018-12-01,16,338
Collins Place (North),2018-12-01 16:00:00,2018-12-01,16,215
Chinatown-Swanston St (North),2018-12-01 16:00:00,2018-12-01,16,1265
Chinatown-Lt Bourke St (South),2018-12-01 16:00:00,2018-12-01,16,345
Bourke St-Russell St (West),2018-12-01 16:00:00,2018-12-01,16,1197
Flinders St-Elizabeth St (East),2018-12-01 16:00:00,2018-12-01,16,2870
Spencer St-Collins St (South),2018-12-01 16:00:00,2018-12-01,16,312
Spencer St-Collins St (North),2018-12-01 16:00:00,2018-12-01,16,1830
Melbourne Convention Exhibition Centre,2018-12-01 16:00:00,2018-12-01,16,1692
QV Market-Elizabeth St (West),2018-12-01 16:00:00,2018-12-01,16,726
QV Market-Peel St,2018-12-01 16:00:00,2018-12-01,16,211
The Arts Centre,2018-12-01 16:00:00,2018-12-01,16,2467
St Kilda Rd-Alexandra Gardens,2018-12-01 16:00:00,2018-12-01,16,860
Lonsdale St (South),2018-12-01 16:00:00,2018-12-01,16,889
Lygon St (West),2018-12-01 16:00:00,2018-12-01,16,415
City Square,2018-12-01 16:00:00,2018-12-01,16,NA
Flinders St-Spring St (West),2018-12-01 16:00:00,2018-12-01,16,206
Flinders St-Spark La,2018-12-01 16:00:00,2018-12-01,16,341
Southbank,2018-12-01 16:00:00,2018-12-01,16,3989
Queen St (West),2018-12-01 16:00:00,2018-12-01,16,289
Lygon St (East),2018-12-01 16:00:00,2018-12-01,16,197
Flinders St-Swanston St (West),2018-12-01 16:00:00,2018-12-01,16,1197
Alfred Place,2018-12-01 16:00:00,2018-12-01,16,NA
Lonsdale St-Spring St (West),2018-12-01 16:00:00,2018-12-01,16,367
Grattan St-Swanston St (West),2018-12-01 16:00:00,2018-12-01,16,640
Monash Rd-Swanston St (West),2018-12-01 16:00:00,2018-12-01,16,159
Tin Alley-Swanston St (West),2018-12-01 16:00:00,2018-12-01,16,72
Bourke Street Mall (North),2018-12-01 17:00:00,2018-12-01,17,3548
Bourke Street Mall (South),2018-12-01 17:00:00,2018-12-01,17,2414
Melbourne Central,2018-12-01 17:00:00,2018-12-01,17,2267
Town Hall (West),2018-12-01 17:00:00,2018-12-01,17,2980
Princes Bridge,2018-12-01 17:00:00,2018-12-01,17,1695
Flinders Street Station Underpass,2018-12-01 17:00:00,2018-12-01,17,2876
Birrarung Marr,2018-12-01 17:00:00,2018-12-01,17,1567
Webb Bridge,2018-12-01 17:00:00,2018-12-01,17,300
Southern Cross Station,2018-12-01 17:00:00,2018-12-01,17,233
Victoria Point,2018-12-01 17:00:00,2018-12-01,17,174
Waterfront City,2018-12-01 17:00:00,2018-12-01,17,139
New Quay,2018-12-01 17:00:00,2018-12-01,17,370
Flagstaff Station,2018-12-01 17:00:00,2018-12-01,17,NA
Sandridge Bridge,2018-12-01 17:00:00,2018-12-01,17,1173
State Library,2018-12-01 17:00:00,2018-12-01,17,1501
Collins St (North),2018-12-01 17:00:00,2018-12-01,17,1036
Collins Place (South),2018-12-01 17:00:00,2018-12-01,17,453
Collins Place (North),2018-12-01 17:00:00,2018-12-01,17,247
Chinatown-Swanston St (North),2018-12-01 17:00:00,2018-12-01,17,1233
Chinatown-Lt Bourke St (South),2018-12-01 17:00:00,2018-12-01,17,469
Bourke St-Russell St (West),2018-12-01 17:00:00,2018-12-01,17,1145
Flinders St-Elizabeth St (East),2018-12-01 17:00:00,2018-12-01,17,2715
Spencer St-Collins St (South),2018-12-01 17:00:00,2018-12-01,17,327
Spencer St-Collins St (North),2018-12-01 17:00:00,2018-12-01,17,1870
Melbourne Convention Exhibition Centre,2018-12-01 17:00:00,2018-12-01,17,2721
QV Market-Elizabeth St (West),2018-12-01 17:00:00,2018-12-01,17,620
